AGI	WT-1_count	WT-2_count	#5-1_count	#5-2_count	WT-1_FPKM	WT-2_FPKM	#5-1_FPKM	#5-2_FPKM	WT_mean-FPKM	#5_mean-FPKM	log2 (FC)	P Value	FDR	Name	Annotation
AT2G24510	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24510	F-box associated ubiquitination effector family protein
AT2G24520	263	265	268	340	4.323	4.268	4.149	5.273	4.2955	4.711	0.13320726	0.57665778	0.937305832	HA5	plasma membrane H+-ATPase
AT2G24530	76	71	68	118	1.642	1.482	1.324	2.349	1.562	1.8365	0.233564443	0.99729657	0.999031528	AT2G24530	transcriptional regulator of RNA polII, SAGA, subunit
AT2G24535	0	2	6	2	0	0.193	0.54	0.186	0.0965	0.363	1.911368701	0.445147364	0.886116229	AT2G24535	uncharacterized protein
AT2G24540	274	150	68	99	10.491	5.456	2.324	3.464	7.9735	2.894	-1.462148218	0.0000424	0.001226601	AFR	Galactose oxidase/kelch repeat superfamily protein
AT2G24550	1692	1944	1073	1294	58.906	64.298	33.348	41.172	61.602	37.26	-0.725349517	2.49E-08	0.00000227	AT2G24550	major centromere autoantigen B-like protein
AT2G24560	2	2	2	0	0.066	0.063	0.059	0	0.0645	0.0295	-1.128584206	0.594527474	0.945280993	AT2G24560	GDSL-like Lipase/Acylhydrolase family protein
AT2G24570	232	266	333	283	7.246	7.893	9.285	8.078	7.5695	8.6815	0.197746328	0.89632854	0.983640526	WRKY17	WRKY DNA-binding protein 17
AT2G24580	452	489	502	542	11.086	11.394	10.992	12.149	11.24	11.5705	0.041809174	0.310729911	0.777927962	AT2G24580	FAD-dependent oxidoreductase family protein
AT2G24590	474	546	703	737	22.762	24.91	30.138	32.346	23.836	31.242	0.39034466	0.357390197	0.821263115	RSZ22a	RNA recognition motif and CCHC-type zinc finger domains containing protein
AT2G24600	4505	4739	6967	3819	94.856	94.087	131.043	72.434	94.4715	101.7385	0.106914659	0.659099095	0.958433792	AT2G24600	Ankyrin repeat family protein
AT2G24610	5	38	23	16	0.091	0.654	0.375	0.267	0.3725	0.321	-0.214667128	0.648773727	0.958433792	CNGC14	cyclic nucleotide-gated channel 14
AT2G24615	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24615	Defensin-like (DEFL) family protein
AT2G24617	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24617	uncharacterized protein
AT2G24620	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24620	S-locus glycoprotein family protein
AT2G24625	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24625	Defensin-like (DEFL) family protein
AT2G24630	145	167	175	245	2.326	2.568	2.504	3.623	2.447	3.0635	0.32416675	0.75114458	0.963773404	ATCSLC08	Glycosyl transferase family 2 protein
AT2G24640	192	226	250	280	3.554	3.974	4.131	4.736	3.764	4.4335	0.236179447	0.97618037	0.99523114	UBP19	ubiquitin-specific protease 19
AT2G24645	115	125	152	143	3.013	3.091	3.554	3.499	3.052	3.5265	0.208482078	0.888686245	0.981273693	AT2G24645	Transcriptional factor B3 family protein
AT2G24650	359	413	517	530	4.894	5.421	6.315	6.598	5.1575	6.4565	0.324080391	0.582772777	0.93883974	AT2G24650	B3 domain-containing protein REM13
AT2G24660	1	1	2	3	0.012	0.011	0.021	0.032	0.0115	0.0265	1.204358499	0.654761015	0.958433792	-	-
AT2G24670	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24670	B3 domain protein (DUF313)
AT2G24680	27	16	23	21	0.8	0.428	0.679	0.58	0.614	0.6295	0.035967722	0.642192777	0.958433792	AT2G24680	transcriptional factor B3 family protein
AT2G24681	1	2	1	3	0.058	0.11	0.052	0.159	0.084	0.1055	0.328781766	0.965866615	0.992023576	AT2G24681	AP2/B3-like transcriptional factor family protein
AT2G24683	0	1	2	0	0	0.161	0.303	0	0.0805	0.1515	0.912257105	0.867097398	0.975778457	AT2G24683	uncharacterized protein
AT2G24690	332	346	356	369	5.572	5.58	5.303	5.811	5.576	5.557	-0.004924321	0.232467765	0.684027708	AT2G24690	Transcriptional factor B3 family protein
AT2G24692	10	15	5	8	0.73	1.07	0.369	0.575	0.9	0.472	-0.931138142	0.197472281	0.631810535	AT2G24692	BTB/POZ domain protein
AT2G24693	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24693	Protein of unknown function (PD694200)
AT2G24696	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24696	transcriptional factor B3 family protein
AT2G24700	30	38	40	40	0.736	0.885	0.876	0.897	0.8105	0.8865	0.129308445	0.844957033	0.972930678	AT2G24700	Transcriptional factor B3 family protein
AT2G24710	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	GLR2.3	glutamate receptor 2.3
AT2G24720	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	GLR2.2	glutamate receptor 2.2
AT2G24740	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	SDG21	SET domain group 21
AT2G24760	159	180	197	187	3.057	3.288	3.382	3.286	3.1725	3.334	0.07163394	0.537908378	0.929220088	-	-
AT2G24762	89	93	97	101	4.002	3.973	3.893	4.15	3.9875	4.0215	0.012249201	0.511235434	0.918668049	GDU4	glutamine dumper 4
AT2G24765	745	780	924	822	35.109	34.922	38.873	35.403	35.0155	37.138	0.084902435	0.397783969	0.852666737	ARF3	ADP-ribosylation factor 3
AT2G24780	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24780	uncharacterized protein
AT2G24790	7142	6639	6031	5228	314.811	268.347	229.35	207.439	291.579	218.3945	-0.416950294	0.0000989	0.002446312	COL3	CONSTANS-like 3
AT2G24800	5	9	11	18	0.191	0.33	0.375	0.631	0.2605	0.503	0.949275028	0.456664699	0.893258966	AT2G24800	Peroxidase superfamily protein
AT2G24810	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24810	Pathogenesis-related thaumatin superfamily protein
AT2G24820	2378	2451	2512	2439	62.511	61.212	58.95	58.595	61.8615	58.7725	-0.073900549	0.029338505	0.198125751	TIC55-II	translocon at the inner envelope membrane of chloroplasts 55-II
AT2G24830	156	209	320	256	4.384	5.58	8.029	6.575	4.982	7.302	0.551566647	0.219057462	0.663580754	AT2G24830	zinc finger (CCCH-type) family protein / D111/G-patch domain-containing protein
AT2G24840	0	0	0	1	0	0	0	0.046	0.001	0.023	4.523561956	0.824680889	0.966194613	AGL61	AGAMOUS-like 61
AT2G24850	34	4	8	5	0.68	0.076	0.143	0.091	0.378	0.117	-1.691877705	0.095993686	0.424835892	TAT3	tyrosine aminotransferase 3
AT2G24860	512	570	535	524	22.618	23.922	21.098	21.155	23.27	21.1265	-0.139417433	0.038037448	0.236853316	AT2G24860	DnaJ/Hsp40 cysteine-rich domain superfamily protein
AT2G24870	1	0	3	0	0.16	0	0.428	0	0.08	0.214	1.419538892	0.742001874	0.96166008	AT2G24870	Plant self-incompatibility protein S1 family
AT2G24880	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24880	Plant self-incompatibility protein S1 family
AT2G24890	1	0	0	0	0.018	0	0	0	0.009	0.001	-3.169925001	0.713849304	0.958433792	-	-
AT2G24900	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	-	-
AT2G24910	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	-	-
AT2G24915	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	-	-
AT2G24920	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	-	-
AT2G24930	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	-	-
AT2G24940	979	1050	1272	1322	97.038	98.877	112.555	119.756	97.9575	116.1555	0.245829608	0.914794166	0.986425089	MAPR2	membrane-associated progesterone binding protein 2
AT2G24945	44	68	57	77	1.508	2.214	1.744	2.411	1.861	2.0775	0.158770422	0.876065602	0.978349903	AT2G24945	uncharacterized protein
AT2G24950	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G24950	transmembrane protein, putative (DUF239)
AT2G24960	85	88	117	122	1.657	1.621	2.024	2.169	1.639	2.0965	0.355166976	0.692646283	0.958433792	AT2G24960	Myb/SANT-like DNA-binding domain protein
AT2G24970	76	110	95	93	3.022	4.182	3.397	3.387	3.602	3.392	-0.086662011	0.370641386	0.83261471	AT2G24970	spindle/kinetochore-associated protein
AT2G24980	0	1	5	17	0	0.025	0.117	0.398	0.0125	0.2575	4.364572432	0.03787419	0.236217217	EXT6	Proline-rich extensin-like family protein
AT2G24990	185	270	429	439	4.361	6.043	9.035	9.455	5.202	9.245	0.82960692	0.012266591	0.106363954	AT2G24990	Serine/threonine-protein kinase Rio1
AT2G25000	80	135	202	176	3.073	4.853	6.79	6.051	3.963	6.4205	0.696092685	0.142173831	0.532998815	WRKY60	WRKY DNA-binding protein 60
AT2G25010	191	217	247	286	4.83	5.214	5.576	6.61	5.022	6.093	0.278890712	0.838146924	0.971674421	AT2G25010	Aminotransferase-like, plant mobile domain family protein
AT2G25050	234	259	316	347	2.633	2.769	3.174	3.572	2.701	3.373	0.320538679	0.681109078	0.958433792	AT2G25050	actin-binding FH2 (formin 2) family protein
AT2G25055	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25055	uncharacterized protein
AT2G25060	523	627	739	696	29.87	34.021	37.678	36.328	31.9455	37.003	0.212029521	0.92929972	0.986425089	ENODL14	early nodulin-like protein 14
AT2G25070	614	773	756	839	17.814	21.236	19.55	22.116	19.525	20.833	0.093548057	0.472879232	0.900750085	AT2G25070	Protein phosphatase 2C family protein
AT2G25080	9880	10154	8727	8853	380.404	371.426	299.965	311.519	375.915	305.742	-0.298091734	0.0000462	0.001322846	GPX1	glutathione peroxidase 1
AT2G25090	17	14	11	17	0.447	0.35	0.258	0.409	0.3985	0.3335	-0.256892963	0.539990551	0.930628622	CIPK16	CBL-interacting protein kinase 16
AT2G25100	145	183	192	201	5.405	6.481	6.411	6.847	5.943	6.629	0.157599872	0.781399487	0.966194613	AT2G25100	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
AT2G25110	907	1027	1356	1234	29.48	31.713	39.346	36.656	30.5965	38.001	0.312670754	0.591570293	0.944148318	SDF2	stromal cell-derived factor 2-like protein precursor
AT2G25120	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25120	Bromo-adjacent homology (BAH) domain-containing protein
AT2G25125	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25125	uncharacterized protein
AT2G25130	17	24	19	39	0.454	0.609	0.453	0.953	0.5315	0.703	0.403454998	0.804274764	0.966194613	AT2G25130	ARM repeat superfamily protein
AT2G25140	257	179	311	329	3.683	2.437	3.978	4.308	3.06	4.143	0.437144167	0.483280404	0.905560853	CLPB4	casein lytic proteinase B4
AT2G25150	10	4	12	5	0.219	0.083	0.235	0.1	0.151	0.1675	0.149612546	0.94304031	0.988306255	AT2G25150	HXXXD-type acyl-transferase family protein
AT2G25160	0	0	1	8	0	0	0.023	0.185	0.001	0.104	6.700439718	0.129334204	0.504016609	CYP82F1	cytochrome P450, family 82, subfamily F, polypeptide 1
AT2G25169	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25169	uncharacterized protein
AT2G25170	1288	1541	1933	1848	13.806	15.741	18.599	18.248	14.7735	18.4235	0.318535507	0.576754356	0.937305832	PKL	chromatin remodeling factor CHD3 (PICKLE)
AT2G25180	569	700	729	817	11.915	13.926	13.628	15.635	12.9205	14.6315	0.179415779	0.78921854	0.966194613	RR12	response regulator 12
AT2G25185	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25185	Defensin-like (DEFL) family protein
AT2G25190	235	250	362	300	8.302	8.391	11.417	9.686	8.3465	10.5515	0.338204853	0.633773158	0.958433792	AT2G25190	PPPDE putative thiol peptidase family protein
AT2G25200	283	416	276	401	8.816	12.312	7.676	11.417	10.564	9.5465	-0.146112402	0.18752098	0.616520077	AT2G25200	hypothetical protein (DUF868)
AT2G25210	1054	1079	1777	1691	125.783	122.333	189.315	184.429	124.058	186.872	0.591035647	0.01684504	0.134963971	AT2G25210	Ribosomal protein L39 family protein
AT2G25215	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT2G25215	uncharacterized protein
AT2G25220	106	102	109	125	2.963	2.717	2.737	3.361	2.84	3.049	0.102445221	0.59314367	0.944840106	AT2G25220	Protein kinase superfamily protein
AT2G25230	1	2	1	0	0.068	0.129	0.061	0	0.0985	0.0305	-1.691314482	0.528337229	0.925238356	MYB100	myb domain protein 100
AT2G25240	1	1	2	1	0.03	0.028	0.053	0.027	0.029	0.04	0.4639471	0.92148269	0.986425089	CCP3	Serine protease inhibitor (SERPIN) family protein
AT2G25250	763	872	868	998	27.439	29.793	27.867	32.801	28.616	30.334	0.084113728	0.403076455	0.85615044	AT2G25250	serine/arginine repetitive matrix-like protein
